,starters,subGroup
10571,I 'm suggesting that,intimacy_2
10572,"In one sentence ,",intimacy_2
10573,I would not be,intimacy_2
10574,Are you aware of,intimacy_2
10575,Have you asked your,intimacy_0
10576,I wonder if you,intimacy_2
10577,A few things may,intimacy_2
10578,Consider working with a,intimacy_2
10579,"Well , as hurtful",intimacy_2
10580,There is n't anything,intimacy_2
10581,It is possible to,intimacy_2
10582,Directly telling him your,intimacy_2
10583,This is nothing to,intimacy_2
10584,I'm sorry to read,intimacy_2
10585,The only way left,intimacy_2
10586,If after repeated effort,intimacy_2
10587,"Hello , and thank",intimacy_1
10588,When faced with these,intimacy_1
10589,"Indeed , it is",intimacy_1
10590,Perhaps you can take,intimacy_1
10591,What   kind of,intimacy_1
10592,How would I want,intimacy_1
10593,Let 's say that,intimacy_1
10594,You may feel like,intimacy_1
10595,That you are not,intimacy_1
10596,This is not an,intimacy_1
10597,"So please , try",intimacy_1
10598,We all know quite,intimacy_1
10599,And I am not,intimacy_1
10600,Thinking about your values,intimacy_1
10601,"For example , someone",intimacy_1
10602,That may cause a,intimacy_1
10603,It may be helpful,intimacy_1
10604,I would also sit,intimacy_1
10605,"Above all , I",intimacy_1
10606,"Robin J. Landwehr ,",intimacy_1
10607,It took a lot,intimacy_1
10608,Regardless of your sexual,intimacy_1
10609,It seems to me,intimacy_1
10610,In the immediate I,intimacy_1
10611,and if you 've,intimacy_1
10612,Resources for Your Consideration,intimacy_1
10613,Good for you to,intimacy_1
10614,You gave yourself the,intimacy_1
10615,Since you do n't,intimacy_1
10616,Whether your drive toward,intimacy_1
10617,Since marriage is a,intimacy_1
10618,I would start by,intimacy_1
10619,Are you getting something,intimacy_1
10620,"Such as ,  ",intimacy_1
10621,Divorce is expensive emotionally,intimacy_1
10622,If your fiance is,intimacy_1
10623,If you are happy,intimacy_1
10624,"Having said that ,",intimacy_1
10625,I do n't know,intimacy_1
10626,These terms have different,intimacy_1
10627,I would definitely recommend,intimacy_1
10628,Is being friends with,intimacy_4
10629,Step one is to,intimacy_4
10630,If you 'd like,intimacy_4
10631,There is only a,intimacy_4
10632,People who lie are,intimacy_4
10633,  She may prefer,intimacy_4
10634,Have an honest and,intimacy_4
10635,  You will feel,intimacy_4
10636,"To be honest ,",intimacy_4
10637,Consider making an appointment,intimacy_4
10638,I am sorry to,intimacy_2
10639,   You must be,intimacy_2
10640,"   To begin ,",intimacy_2
10641,   You have done,intimacy_2
10642,   This is entirely,intimacy_2
10643,   It is fear,intimacy_2
10644,   It is anger,intimacy_2
10645,   It is extreme,intimacy_2
10646,   It is feelings,intimacy_2
10647,   It is intense,intimacy_2
10648,   It is his,intimacy_2
10649,I am not familiar,intimacy_2
10650,   If he speaks,intimacy_2
10651,   Do not encourage,intimacy_2
10652,   Start there .,intimacy_2
10653,   Good Luck .,intimacy_2
10654,"Hi Bend , You",intimacy_2
10655,That makes sense .,intimacy_2
10656,Each time we have,intimacy_2
10657,We are falling in,intimacy_2
10658,Who you partner with,intimacy_2
10659,  The good news,intimacy_2
10660,I think maybe you,intimacy_2
10661,We are naturally people,intimacy_2
10662,So part of what,intimacy_2
10663,Take the time to,intimacy_2
10664,"As well , there",intimacy_2
10665,"  First , think",intimacy_2
10666,What do you feel,intimacy_2
10667,What do you need,intimacy_2
10668,What mistakes did you,intimacy_2
10669,Use this experience to,intimacy_2
10670,Look at your thoughts,intimacy_2
10671,Are you having generalized,intimacy_2
10672,"If so , write",intimacy_2
10673,Fear tries to convince,intimacy_2
10674,It sells us a,intimacy_2
10675,Then ask yourself what,intimacy_2
10676,What is the evidence,intimacy_2
10677,Eliminate the negative thoughts,intimacy_2
10678,It 's simple but,intimacy_2
10679,"Lastly , take concrete",intimacy_2
10680,What is the evidence,intimacy_2
10681,Can you take purposeful,intimacy_2
10682,When we act as,intimacy_2
10683,I hope you will,intimacy_2
10684,You are in an,intimacy_2
10685,It is your choice,intimacy_2
10686,You can not stop,intimacy_2
10687,You can either accept,intimacy_2
10688,I wish you well,intimacy_2
10689,This has to be,intimacy_2
10690,It 's pretty common,intimacy_2
10691,"Very often , one",intimacy_2
10692,One thing that sometimes,intimacy_2
10693,best guess is that,intimacy_2
10694,If he is aware,intimacy_2
10695,It could even be,intimacy_2
10696,Something else you could,intimacy_2
10697,These sorts of discussions,intimacy_2
10698,As far as what,intimacy_2
10699,You may also consider,intimacy_2
10700,"For example , you",intimacy_2
10701,"As you say ,",intimacy_2
10702,"But , if he",intimacy_2
10703,The behavior he is,intimacy_2
10704,And I can assure,intimacy_2
10705,"So many do ,",intimacy_2
10706,"For example , if",intimacy_2
10707,You probably become more,intimacy_2
10708,"Frankly , if you",intimacy_2
10709,I might even say,intimacy_2
10710,Because the amount that,intimacy_2
10711,One of the first,intimacy_2
10712,It becomes the partner,intimacy_2
10713,There is no one,intimacy_2
10714,"In one way ,",intimacy_2
10715,The more you tolerate,intimacy_2
10716,Try during a good,intimacy_2
10717,When a person shuts,intimacy_2
10718,   If this continues,intimacy_2
10719,Good for you to,intimacy_2
10720,This sounds very hurtful,intimacy_2
10721,You can ask yourself,intimacy_2
10722,  and consider whether,intimacy_2
10723,  Once you 've,intimacy_2
10724,  If you 're,intimacy_2
10725,This sounds very painful,intimacy_1
10726,Are you able to,intimacy_1
10727,Long term if he,intimacy_1
10728,"   Or , of",intimacy_1
10729,  This choice is,intimacy_1
10730,  Give yourself plenty,intimacy_1
10731,Your story sounds like,intimacy_0
10732,You know you are,intimacy_0
10733,It is almost as,intimacy_0
10734,Reflect within yourself whether,intimacy_0
10735,Depending on your decision,intimacy_0
10736,I think your own,intimacy_1
10737,Be glad something within,intimacy_1
10738,For support and guidance,intimacy_1
10739,You are not the,intimacy_1
10740,  Having guidance particular,intimacy_1
10741,There ’s a difference,intimacy_0
10742,Being able to assertively,intimacy_0
10743,Often couples focus on,intimacy_0
10744,You could use couples,intimacy_0
10745,  Mi novio no,intimacy_0
10746,Todo se debe al,intimacy_0
10747,   Yo hago mucho,intimacy_0
10748,   Ambos hemos llegado,intimacy_0
10749,   No es negociable,intimacy_0
10750,   No estoy segura,intimacy_0
10751,El no confía en,intimacy_0
10752,  Hay una gran,intimacy_0
10753,   Poder identificar y,intimacy_0
10754,    Muchas veces las,intimacy_0
10755,Pueden usar la mediación,intimacy_0
10756,Figuring out the space,intimacy_0
10757,   But it sounds,intimacy_0
10758,   Pushing others away,intimacy_0
10759,   Or it may,intimacy_0
10760,   One helpful way,intimacy_0
10761,   Psychotherapy can provide,intimacy_0
10762,   It also may,intimacy_0
10763,   What were you,intimacy_0
10764,   Did it provide,intimacy_0
10765,   Reflecting on what,intimacy_0
10766,It may be helpful,intimacy_0
10767,   This may help,intimacy_0
10768,"Well , then you",intimacy_2
10769,Think over how major,intimacy_2
10770,There are always plenty,intimacy_2
10771,The key to being,intimacy_2
10772,"Also , an early",intimacy_2
10773,   He may be,intimacy_2
10774,Your doubts about your,intimacy_0
10775,Otherwise how would you,intimacy_0
10776,If he really wants,intimacy_0
10777,Congrats on your upcoming,intimacy_3
10778,This is the place,intimacy_3
10779,Start a conversation with,intimacy_2
10780,Ask him what he,intimacy_2
10781,If you are consciously,intimacy_2
10782,Pleasing someone certainly does,intimacy_0
10783,  If the other,intimacy_0
10784,Offering happiness to someone,intimacy_0
10785,Tell the person that,intimacy_0
10786,If the person said,intimacy_0
10787,Keep in mind that,intimacy_0
10788,"  Some people ,",intimacy_0
10789,"Well , then your",intimacy_2
10790,One point to keep,intimacy_2
10791,Just because he 's,intimacy_2
10792,In the long run,intimacy_2
10793,Short term it seems,intimacy_2
10794,Long term someone who,intimacy_2
10795,You are definitely in,intimacy_2
10796,Your friend and the,intimacy_2
10797,  Being almost inseparable,intimacy_2
10798,If you feel you,intimacy_2
10799,After expressing your needs,intimacy_2
10800,Tell him what you,intimacy_2
10801,   If he tells,intimacy_2
10802,I would suggest possibly,intimacy_2
10803,"For example , you",intimacy_2
10804,You could also see,intimacy_2
10805,You may also consider,intimacy_2
10806,"After that , perhaps",intimacy_2
10807,Remember that it takes,intimacy_2
10808,"First off , do",intimacy_2
10809,  Human sexuality can,intimacy_2
10810,  There could actually,intimacy_2
10811,  It could also,intimacy_2
10812,  Sometimes I refer,intimacy_2
10813,  Drives many partners,intimacy_2
10814,  It could also,intimacy_2
10815,If you have n't,intimacy_2
10816,  You can also,intimacy_2
10817,  Give him an,intimacy_2
10818,"  "" Baby ,",intimacy_2
10819,"""If you continue to",intimacy_2
10820,Ask him!Having a conversation,intimacy_2
10821,Not only will you,intimacy_2
10822,Your boyfriend and you,intimacy_2
10823,   By trying to,intimacy_2
10824,Ask why he resents,intimacy_2
10825,If he is insecure,intimacy_2
10826,If something still bothers,intimacy_2
10827,You are not a,intimacy_0
10828,You are both under,intimacy_0
10829,There would be a,intimacy_0
10830,"  Pedophelia , is",intimacy_0
10831,I would be happy,intimacy_0
10832,In fact you are,intimacy_0
10833,That term is reserved,intimacy_0
10834,I see an age,intimacy_0
10835,You being only a,intimacy_0
10836,You wrote that each,intimacy_0
10837,   A 15 year,intimacy_0
10838,"Also , if you",intimacy_0
10839,You are not a,intimacy_0
10840,You are both under,intimacy_0
10841,Your both only a,intimacy_0
10842,Like Frank said below,intimacy_0
10843,"No , that 's",intimacy_0
10844,You 're under 18,intimacy_0
10845,You 're only a,intimacy_0
10846,This is absolutely normal,intimacy_0
10847,What would be wrong,intimacy_0
10848,Always remember that NO,intimacy_0
10849,Have a healthy relationship,intimacy_0
10850,"Holding hands , kissing",intimacy_0
10851,Although it is frowned,intimacy_0
10852,Only you can make,intimacy_0
10853,Just be responsible in,intimacy_0
10854,Some states have laws,intimacy_0
10855,You 'd be surprised,intimacy_0
10856,A 14 year old,intimacy_0
10857,""" Wrong "" can",intimacy_0
10858,Is it against the,intimacy_0
10859,No . Is it,intimacy_0
10860,I ca n't answer,intimacy_0
10861,"  You can ,",intimacy_0
10862,It 's okay to,intimacy_0
10863,You can hang out,intimacy_0
10864,Your relationship can be,intimacy_0
10865,Thanks for asking this,intimacy_4
10866,I think the most,intimacy_4
10867,"For that reason ,",intimacy_4
10868,As far as telling,intimacy_4
10869,"In other words ,",intimacy_4
10870,The answer to that,intimacy_4
10871,I would imagine that,intimacy_4
10872,  It sounds like,intimacy_4
10873,I also encourage you,intimacy_4
10874,I'd also ask you,intimacy_4
10875,My guess is that,intimacy_4
10876,"Along with that ,",intimacy_4
10877,I would imagine so,intimacy_4
10878,Are you comfortable answering,intimacy_4
10879,what you want your,intimacy_4
10880,There could even be,intimacy_4
10881,I certainly hope that,intimacy_4
10882,I imagine that having,intimacy_4
10883,Remember that talking this,intimacy_4
10884,Keep doing the crossdressing,intimacy_4
10885,Your problem sounds more,intimacy_4
10886,Not keeping a secret,intimacy_4
10887,  Usually our relationship,intimacy_4
10888,Once you feel at,intimacy_4
10889,  Based on their,intimacy_4
10890,Secrets held within a,intimacy_4
10891,   The person who,intimacy_4
10892,It would be my,intimacy_4
10893,If you are comfortable,intimacy_4
10894,But I also do,intimacy_4
10895,My hope is that,intimacy_4
10896,Your happiness and healthiness,intimacy_4
10897,   I would not,intimacy_4
10898,   You should be,intimacy_4
10899,   When thinking about,intimacy_4
10900,   Perhaps try to,intimacy_4
10901,   The people who,intimacy_4
10902,   You may not,intimacy_4
10903,While this might not,intimacy_4
10904,It 's better to,intimacy_4
10905,As exasperated as you,intimacy_4
10906,Does he care that,intimacy_4
10907,Concentrate on what you,intimacy_4
10908,Your happiness matters .,intimacy_4
10909,  His ignoring of,intimacy_4
10910,Be prepared to learn,intimacy_4
10911,Avoid the expectation that,intimacy_4
10912,People change only when,intimacy_4
10913,  He does n't,intimacy_4
10914,It can be very,intimacy_4
10915,  The one thing,intimacy_4
10916,  Addiction is not,intimacy_4
10917,  Once you have,intimacy_4
10918,  You may be,intimacy_4
10919,  Some of the,intimacy_4
10920,  If the alcohol,intimacy_4
10921,  You can think,intimacy_4
10922,  If chocolate cake,intimacy_4
